site_name,datetime,release,release_pre,storage,storage_pre,inflow,release_roll7,inflow_roll7,storage_roll7,storage_x_inflow
Hoover,2015-07-16,9.125416666666666,6.302083333333333,9685.0,9688.0,6.125416666666666,6.791845238095237,11.629761904761889,9667.857142857143,59343.03666666666
Hoover,2015-07-17,9.327083333333333,9.125416666666666,9677.0,9685.0,1.3270833333333325,7.058333333333334,10.424464285714269,9672.42857142857,12852.802083333325
Hoover,2015-07-18,7.612916666666666,9.327083333333333,9683.0,9677.0,13.612916666666667,7.281607142857143,10.546904761904745,9675.57142857143,131732.19458333333
Hoover,2015-07-19,9.276666666666667,7.612916666666666,9683.0,9683.0,9.276666666666667,7.404047619047619,10.263571428571412,9678.714285714286,89825.96333333333
Hoover,2015-07-20,7.814583333333333,9.276666666666667,9694.0,9683.0,18.81458333333333,7.692142857142857,10.815773809523792,9681.285714285716,182181.61041666666
Hoover,2015-07-21,6.150833333333333,7.814583333333333,9704.0,9694.0,16.15083333333333,7.958630952380952,11.515654761904743,9684.142857142857,156566.17833333332
Hoover,2015-07-22,5.797916666666667,6.150833333333333,9716.0,9704.0,17.797916666666666,7.94422619047619,11.872202380952363,9687.714285714286,172710.98333333334
Hoover,2015-07-23,6.453333333333333,5.797916666666667,9722.0,9716.0,12.453333333333333,7.8722023809523805,12.776190476190461,9691.714285714286,120996.58666666667
Hoover,2015-07-24,4.56775,6.453333333333333,9738.0,9722.0,20.56775,7.4904761904761905,15.524857142857126,9697.0,199959.6655
Hoover,2015-07-25,3.614875,4.56775,9758.0,9738.0,23.614875,6.8105714285714285,16.953708333333317,9705.714285714286,229961.65275
Hoover,2015-07-26,3.0754166666666665,3.614875,9780.0,9758.0,25.075416666666666,6.239422619047619,19.210672619047603,9716.42857142857,244685.91583333333
Hoover,2015-07-27,3.2720416666666665,3.0754166666666665,9798.0,9780.0,21.272041666666667,5.353529761904762,19.561738095238077,9730.285714285716,208040.5675
Hoover,2015-07-28,4.0484583333333335,3.2720416666666665,9815.0,9798.0,21.048458333333333,4.704595238095237,20.261398809523794,9745.142857142857,206232.79475
Hoover,2015-07-29,5.243333333333333,4.0484583333333335,9824.0,9815.0,14.243333333333332,4.404255952380953,19.75360119047618,9761.0,139798.31666666665
Hoover,2015-07-30,5.59625,5.243333333333333,9832.0,9824.0,13.596250000000001,4.325029761904762,19.916874999999983,9776.42857142857,133569.56000000003
Hoover,2015-07-31,4.008125,5.59625,9858.0,9832.0,30.008125,4.202589285714286,21.26549999999998,9792.142857142857,295039.885
Hoover,2015-08-01,4.7240416666666665,4.008125,9872.0,9858.0,18.724041666666665,4.122642857142857,20.566809523809503,9809.285714285716,184581.60275
Hoover,2015-08-02,3.942583333333333,4.7240416666666665,9891.0,9872.0,22.94258333333333,4.281095238095237,20.26211904761903,9825.57142857143,226489.18266666666
Hoover,2015-08-03,5.7475,3.942583333333333,9893.0,9891.0,7.7475,4.40497619047619,18.330041666666652,9841.42857142857,76630.52249999999
Hoover,2015-08-04,6.100416666666667,5.7475,9890.0,9893.0,3.100416666666667,4.758613095238095,15.766035714285696,9855.0,30672.422083333335
Hoover,2015-08-05,8.974166666666667,6.100416666666667,9881.0,9890.0,-0.02583333333333293,5.05175,13.727583333333316,9865.714285714286,-255.4916666666627
Hoover,2015-08-06,10.637916666666666,8.974166666666667,9873.0,9881.0,2.6379166666666656,5.58472619047619,12.162107142857126,9873.857142857143,26065.254583333324
Hoover,2015-08-07,8.722083333333334,10.637916666666666,9858.0,9873.0,-6.277916666666666,6.304964285714286,6.978386904761888,9879.714285714286,-61981.87125
Hoover,2015-08-08,5.7475,8.722083333333334,9862.0,9858.0,9.747499999999999,6.978386904761904,5.696023809523793,9879.714285714286,96090.85499999998
Hoover,2015-08-09,5.495416666666666,5.7475,9870.0,9862.0,13.495416666666667,7.124595238095237,4.346428571428555,9878.285714285716,133091.79916666666
Hoover,2015-08-10,6.9575,5.495416666666666,9869.0,9870.0,5.9575,7.346428571428571,4.090714285714269,9875.285714285716,58800.524999999994
Hoover,2015-08-11,6.80625,6.9575,9867.0,9869.0,4.80625,7.519285714285714,4.334404761904746,9871.857142857143,47432.881250000006
Hoover,2015-08-12,8.268333333333333,6.80625,9862.0,9867.0,3.2683333333333326,7.620119047619047,4.804999999999984,9868.57142857143,32248.644999999993
Hoover,2015-08-13,7.26,8.268333333333333,9860.0,9862.0,5.26,7.519285714285714,5.1795833333333166,9865.857142857143,51874.119999999995
Hoover,2015-08-14,7.865,7.26,9859.0,9860.0,6.865,7.03672619047619,7.057142857142841,9864.0,67688.90000000001
Hoover,2015-08-15,6.100416666666667,7.865,9863.0,9859.0,10.100416666666668,6.914285714285714,7.107559523809507,9864.142857142857,99580.00791666668
Hoover,2015-08-16,6.150833333333333,6.100416666666667,9866.0,9863.0,9.150833333333333,6.964702380952381,6.4869047619047455,9864.285714285716,90254.66916666666
Hoover,2015-08-17,6.50375,6.150833333333333,9867.0,9866.0,7.50375,7.058333333333334,6.707797619047603,9863.714285714286,74031.9975
