,,elev,release_acoe,inflow_acoe,storage,release,inflow,sto_delta
garrison,2017-04-27,1841.55,,,19031361.499999985,28887.44,30000.0,-6542.5999999940395
garrison,2017-04-28,1841.54,,,19028090.199999988,28989.46,31040.0,-3271.2999999970198
garrison,2017-04-29,1841.56,,,19034632.799999982,28993.49,31336.0,6542.5999999940395
garrison,2017-04-30,1841.52,,,19021547.599999994,28797.49,31088.0,-13085.199999988079
garrison,2017-05-01,1841.72,,,19086973.60000001,28899.18,32118.0,65426.0000000149
garrison,2017-05-02,1841.61,,,19050989.299999967,29097.55,32706.0,-35984.30000004172
garrison,2017-05-03,1841.61,,,19050989.299999967,29102.9,31702.0,0.0
garrison,2017-05-04,1841.58,,,19041175.399999976,29406.95,31610.0,-9813.89999999106
garrison,2017-05-05,1841.58,,,19041175.399999976,30710.5,32325.0,0.0
garrison,2017-05-06,1841.5,,,19015005.0,31013.02,32432.0,-26170.399999976158
garrison,2017-05-07,1841.47,,,19005191.10000001,31019.37,31860.0,-9813.89999999106
garrison,2017-05-08,1841.85,,,19129500.49999997,31523.21,31601.0,124309.39999996126
garrison,2017-05-09,1841.69,,,19077159.700000018,31525.18,33147.0,-52340.799999952316
garrison,2017-05-10,1841.7,,,19080431.000000015,31328.58,38632.0,3271.2999999970198
garrison,2017-05-11,1841.69,,,19077159.700000018,31429.79,43057.0,-3271.2999999970198
garrison,2017-05-12,1841.74,,,19093516.200000003,26933.76,46456.0,16356.499999985099
garrison,2017-05-13,1841.84,,,19126229.199999973,26535.52,47102.0,32712.999999970198
garrison,2017-05-14,1842.07,,,19201781.999999978,30939.11,46682.0,75552.80000000447
garrison,2017-05-15,1842.01,,,19181885.999999996,30640.79,48863.0,-19895.999999981374
garrison,2017-05-16,1842.07,,,19201781.999999978,34136.75,53205.0,19895.999999981374
garrison,2017-05-17,1842.17,,,19234942.000000022,34833.05,54649.0,33160.0000000447
garrison,2017-05-18,1842.31,,,19281365.99999998,34827.94,50617.0,46423.99999995902
garrison,2017-05-19,1842.36,,,19297945.999999966,35225.64,48147.0,16579.9999999851
garrison,2017-05-20,1842.48,,,19337738.000000007,35426.22,47627.0,39792.00000004098
garrison,2017-05-21,1842.58,,,19370897.999999978,35528.6,48866.0,33159.9999999702
garrison,2017-05-22,1842.69,,,19407374.00000002,35634.19,47434.0,36476.00000004098
garrison,2017-05-23,1842.69,,,19407374.00000002,35636.58,45287.0,0.0
garrison,2017-05-24,1842.51,,,19347685.999999996,35038.17,43947.0,-59688.00000002235
garrison,2017-05-25,1842.9,,,19477010.00000003,35139.77,43523.0,129324.00000003353
garrison,2017-05-26,1843.04,,,19523612.79999999,35241.27,43673.0,46602.79999995977
garrison,2017-05-27,1843.09,,,19540416.29999997,34942.37,44585.0,16803.499999981374
garrison,2017-05-28,1843.34,,,19624433.79999997,34843.56,49649.0,84017.5
garrison,2017-05-29,1843.26,,,19597548.199999996,34845.25,51341.0,-26885.599999975413
garrison,2017-05-30,1843.16,,,19563941.20000003,34746.43,47026.0,-33606.99999996647
garrison,2017-05-31,1843.14,,,19557219.800000034,34948.61,44336.0,-6721.399999994785
garrison,2017-06-01,1843.09,,,19540416.29999997,35151.13,44692.0,-16803.50000006333
garrison,2017-06-02,1843.36,,,19631155.199999966,34652.14,47986.0,90738.89999999478
garrison,2017-06-03,1843.29,,,19607630.29999999,35654.57,51013.0,-23524.899999976158
garrison,2017-06-04,1843.27,,,19600908.899999995,35157.58,54970.0,-6721.399999994785
garrison,2017-06-05,1843.25,,,19594187.5,35358.19,58725.0,-6721.399999994785
garrison,2017-06-06,1843.48,,,19671483.600000005,35059.72,61906.6,77296.10000000522
garrison,2017-06-07,1843.53,,,19688287.09999999,35060.67,62881.7,16803.4999999851
garrison,2017-06-08,1843.55,,,19695008.499999985,34961.03,63672.5,6721.399999994785
garrison,2017-06-09,1843.93,,,19822715.10000002,34762.11,65606.7,127706.60000003502
garrison,2017-06-10,1843.97,,,19836157.90000001,35360.66,67152.1,13442.79999998957
garrison,2017-06-11,1844.24,,,19927967.200000003,34862.0,66418.6,91809.2999999933
garrison,2017-06-12,1844.51,,,20019910.299999997,34562.35,66137.7,91943.09999999404
garrison,2017-06-13,1844.76,,,20105042.799999997,34758.95,65377.7,85132.5
garrison,2017-06-14,1845.35,,,20307509.49999997,34658.68,59374.1,202466.69999997318
garrison,2017-06-15,1845.36,,,20310959.199999966,34757.71,53107.6,3449.6999999955297
garrison,2017-06-16,1845.51,,,20362704.699999996,34460.23,52247.1,51745.5000000298
garrison,2017-06-17,1845.57,,,20383402.89999998,34657.07,50900.2,20698.199999984354
garrison,2017-06-18,1845.58,,,20386852.599999975,34956.11,47555.5,3449.6999999955297
garrison,2017-06-19,1845.64,,,20407550.800000034,34757.07,45609.0,20698.20000005886
garrison,2017-06-20,1845.59,,,20390302.29999997,34656.93,49083.6,-17248.50000006333
garrison,2017-06-21,1845.86,,,20483444.199999966,34358.07,51140.1,93141.89999999478
garrison,2017-06-22,1846.27,,,20626086.099999994,34560.04,48136.8,142641.9000000283
garrison,2017-06-23,1846.11,,,20570177.299999963,34461.44,48225.0,-55908.80000003055
garrison,2017-06-24,1846.03,,,20542222.89999999,34061.62,51263.1,-27954.399999972433
garrison,2017-06-25,1846.05,,,20549211.499999985,34361.47,53853.2,6988.5999999940395
garrison,2017-06-26,1846.05,,,20549211.499999985,34862.23,51053.0,0.0
garrison,2017-06-27,1846.18,,,20594637.40000002,34763.84,46111.9,45425.90000003576
garrison,2017-06-28,1846.27,,,20626086.099999994,34961.7,43630.7,31448.699999973178
garrison,2017-06-29,1846.71,,,20779835.300000012,34762.25,42430.6,153749.20000001788
garrison,2017-06-30,1846.37,,,20661029.09999996,34958.03,42411.1,-118806.20000005141
garrison,2017-07-01,1846.41,,,20675006.300000027,34460.67,43008.0,13977.20000006631
garrison,2017-07-02,1846.35,,,20654040.499999966,34662.97,43058.5,-20965.80000006035
garrison,2017-07-03,1846.46,,,20692477.800000012,34564.81,41446.8,38437.30000004545
garrison,2017-07-04,1846.54,,,20720432.199999988,34966.27,39166.0,27954.399999976158
garrison,2017-07-05,1846.5,,,20706455.0,34967.33,38404.9,-13977.199999988079
garrison,2017-07-06,1846.59,,,20737903.699999973,34869.28,37883.7,31448.699999973178
garrison,2017-07-07,1846.57,,,20730915.09999998,34670.54,37369.3,-6988.5999999940395
garrison,2017-07-08,1846.54,,,20720432.199999988,34571.55,37669.9,-10482.89999999106
garrison,2017-07-09,1846.58,,,20734409.399999976,34572.54,37747.0,13977.199999988079
garrison,2017-07-10,1846.54,,,20720432.199999988,34872.99,37525.9,-13977.199999988079
garrison,2017-07-11,1846.81,,,20814778.299999982,34674.52,36509.1,94346.09999999404
garrison,2017-07-12,1846.64,,,20755375.200000037,34573.72,35511.0,-59403.09999994561
garrison,2017-07-13,1846.53,,,20716937.89999999,34572.67,34996.1,-38437.30000004545
garrison,2017-07-14,1846.73,,,20786823.900000006,34472.82,34589.1,69886.0000000149
garrison,2017-07-15,1846.55,,,20723926.499999985,33973.56,34223.7,-62897.40000002086
garrison,2017-07-16,1846.38,,,20664523.40000004,33474.13,34191.2,-59403.09999994561
garrison,2017-07-17,,,,,33675.03,33107.9,
garrison,2017-07-18,,,,,33575.08,31936.9,
garrison,2017-07-19,1846.47,,,20695972.10000001,33474.83,31245.7,
garrison,2017-07-20,1846.45,,,20688983.500000015,33574.18,31437.6,-6988.5999999940395
garrison,2017-07-21,1846.51,,,20709949.299999997,33672.23,31340.2,20965.79999998212
garrison,2017-07-22,1846.54,,,20720432.199999988,34073.01,30323.6,10482.89999999106
garrison,2017-07-23,1846.49,,,20702960.700000003,34273.89,29291.7,-17471.4999999851
garrison,2017-07-24,,,,,33673.92,28721.8,
garrison,2017-07-25,1846.4,,,20671512.000000034,33674.49,27988.3,
garrison,2017-07-26,1846.31,,,20640063.299999982,33674.86,27082.3,-31448.70000005141
garrison,2017-07-27,1846.11,,,20570177.299999963,33674.21,26469.1,-69886.00000001863
garrison,2017-07-28,1846.2,,,20601626.000000015,33871.35,25734.2,31448.70000005141
garrison,2017-07-29,1846.22,,,20608614.60000001,33769.72,25404.3,6988.5999999940395
garrison,2017-07-30,1846.17,,,20591143.100000024,33969.21,25018.6,-17471.4999999851
garrison,2017-07-31,1846.12,,,20573671.59999996,33569.05,24267.4,-17471.50000006333
garrison,2017-08-01,1846.05,,,20549211.499999985,33668.96,23462.5,-24460.099999975413
garrison,2017-08-02,1846.07,,,20556200.09999998,33864.28,23338.0,6988.5999999940395
garrison,2017-08-03,1846.0,,,20531740.0,34160.17,23695.3,-24460.09999997914
garrison,2017-08-04,1845.82,,,20469645.399999976,33759.94,23149.9,-62094.60000002384
garrison,2017-08-05,1845.69,,,20424799.30000002,33760.15,22332.1,-44846.09999995679
garrison,2017-08-06,1845.78,,,20455846.59999999,33859.23,21299.6,31047.299999970943
garrison,2017-08-07,1845.7,,,20428249.000000015,33959.91,20730.3,-27597.599999975413
garrison,2017-08-08,1845.59,,,20390302.29999997,34060.53,20058.8,-37946.70000004396
garrison,2017-08-09,1845.65,,,20411000.50000003,34260.78,19632.7,20698.20000005886
garrison,2017-08-10,1845.51,,,20362704.699999996,33962.07,18964.5,-48295.80000003427
garrison,2017-08-11,1845.41,,,20328207.70000003,33863.44,18499.6,-34496.99999996647
garrison,2017-08-12,1845.65,,,20411000.50000003,34353.01,18313.3,82792.80000000075
garrison,2017-08-13,,,,,34318.57,17977.0,
garrison,2017-08-14,,,,,34199.73,18623.0,
garrison,2017-08-15,1845.05,,,20204018.499999985,34730.38,18026.0,
garrison,2017-08-16,1845.45,,,20342006.500000015,35131.48,17850.0,137988.0000000298
garrison,2017-08-17,1844.61,,,20053963.299999967,34224.47,18063.0,-288043.2000000477
garrison,2017-08-18,1844.82,,,20125474.59999998,34733.18,17947.9,71511.30000001192
garrison,2017-08-19,,,,,34031.8,18011.3,
garrison,2017-08-20,,,,,34040.13,17613.8,
garrison,2017-08-21,1844.45,,,19999478.500000015,34246.01,17280.4,
garrison,2017-08-22,1844.34,,,19962020.199999973,34149.51,16837.0,-37458.30000004172
garrison,2017-08-23,1844.52,,,20023315.599999994,33454.69,16593.1,61295.40000002086
garrison,2017-08-24,1843.69,,,19742058.30000002,35058.38,16467.5,-281257.29999997467
garrison,2017-08-25,1843.71,,,19748779.70000001,34560.09,16117.8,6721.399999991059
garrison,2017-08-26,1843.89,,,19809272.300000034,34560.72,16039.1,60492.60000002384
garrison,2017-08-27,1843.72,,,19752140.40000001,34261.91,15987.4,-57131.90000002459
garrison,2017-08-28,1843.56,,,19698369.19999998,33463.79,15606.1,-53771.20000002906
garrison,2017-08-29,1843.47,,,19668122.90000001,35264.21,15255.3,-30246.299999970943
garrison,2017-08-30,1843.23,,,19587466.100000005,33864.99,15413.9,-80656.80000000447
garrison,2017-08-31,1843.11,,,19547137.699999966,33765.72,15232.1,-40328.40000003949
garrison,2017-09-01,1843.24,,,19590826.800000004,34065.48,15460.9,43689.10000003874
garrison,2017-09-02,1842.97,,,19500222.000000007,33566.13,15320.1,-90604.79999999702
garrison,2017-09-03,1843.02,,,19516891.399999995,32467.06,15359.48,16669.399999987334
garrison,2017-09-04,1843.56,,,19698369.19999998,33368.62,15598.58,181477.79999998584
garrison,2017-09-05,1842.72,,,19417322.000000007,33570.08,15147.92,-281047.1999999732
garrison,2017-09-06,1842.64,,,19390794.000000034,32369.39,15287.63,-26527.999999973923
garrison,2017-09-07,1842.39,,,19307894.000000034,30369.98,15107.54,-82900.0
garrison,2017-09-08,1842.21,,,19248206.00000001,30269.84,14297.81,-59688.00000002235
garrison,2017-09-09,1842.1,,,19211729.99999997,30070.47,14067.52,-36476.00000004098
garrison,2017-09-10,1842.13,,,19221678.000000037,30071.0,14026.8,9948.000000067055
garrison,2017-09-11,1842.02,,,19185201.999999993,28071.11,13756.58,-36476.0000000447
garrison,2017-09-12,1842.02,,,19185201.999999993,25269.31,13716.54,0.0
garrison,2017-09-13,1842.33,,,19287997.999999978,22762.11,13966.3,102795.9999999851
garrison,2017-09-14,1842.2,,,19244890.000000015,21765.33,13726.33,-43107.99999996275
garrison,2017-09-15,1842.13,,,19221678.000000037,21265.55,14651.0,-23211.99999997765
garrison,2017-09-16,1842.01,,,19181885.999999996,21061.04,16940.0,-39792.00000004098
garrison,2017-09-17,1841.83,,,19122957.899999976,20756.14,17534.0,-58928.10000002012
garrison,2017-09-18,1842.12,,,19218361.999999963,20955.36,16968.0,95404.09999998659
garrison,2017-09-19,1841.94,,,19158942.200000018,20855.3,16434.0,-59419.799999944866
garrison,2017-09-20,1841.78,,,19106601.39999999,21154.4,16692.0,-52340.80000002682
garrison,2017-09-21,1841.63,,,19057531.900000036,21052.41,16454.0,-49069.4999999553
garrison,2017-09-22,1841.72,,,19086973.60000001,20955.56,16279.0,29441.699999973178
garrison,2017-09-23,1841.71,,,19083702.300000012,20957.27,16171.0,-3271.2999999970198
garrison,2017-09-24,1842.12,,,19218361.999999963,20956.9,16943.0,134659.69999995083
garrison,2017-09-25,1841.45,,,18998648.500000015,20857.02,18024.0,-219713.49999994785
garrison,2017-09-26,1841.45,,,18998648.500000015,20757.05,18936.0,0.0
garrison,2017-09-27,1841.54,,,19028090.199999988,20656.81,19028.0,29441.699999973178
garrison,2017-09-28,1841.61,,,19050989.299999967,20857.62,18843.0,22899.09999997914
garrison,2017-09-29,1841.23,,,18926679.900000006,20657.87,18618.0,-124309.39999996126
garrison,2017-09-30,1841.48,,,19008462.400000006,20757.75,18291.0,81782.5
garrison,2017-10-01,1841.56,,,19034632.799999982,20858.61,18276.5,26170.399999976158
garrison,2017-10-02,1841.62,,,19054260.599999964,20759.63,18151.0,19627.79999998212
garrison,2017-10-03,1841.72,,,19086973.60000001,20560.91,18292.7,32713.000000044703
garrison,2017-10-04,1841.25,,,18933222.5,20462.24,18196.8,-153751.10000000894
garrison,2017-10-05,1841.5,,,19015005.0,20462.23,18124.1,81782.5
garrison,2017-10-06,1841.35,,,18965935.49999997,20562.2,18513.7,-49069.5000000298
garrison,2017-10-07,1841.63,,,19057531.900000036,19363.37,18696.3,91596.40000006557
garrison,2017-10-08,1841.43,,,18992105.90000002,18164.52,18442.3,-65426.0000000149
garrison,2017-10-09,1841.33,,,18959392.899999976,17865.35,18386.7,-32713.000000044703
garrison,2017-10-10,1841.27,,,18939765.099999994,18165.37,18060.2,-19627.79999998212
garrison,2017-10-11,1841.11,,,18887424.299999967,17965.37,18276.8,-52340.80000002682
garrison,2017-10-12,1841.49,,,19011733.700000003,16964.5,18481.4,124309.40000003576
garrison,2017-10-13,1841.13,,,18893966.900000036,15965.28,18278.5,-117766.79999996722
garrison,2017-10-14,1841.31,,,18952850.299999982,16265.73,18033.6,58883.399999946356
garrison,2017-10-15,1841.42,,,18988834.600000024,16165.59,18509.3,35984.30000004172
garrison,2017-10-16,1841.78,,,19106601.39999999,16165.46,18655.7,117766.79999996722
garrison,2017-10-17,1841.32,,,18956121.59999998,15865.59,18482.6,-150479.80000001192
garrison,2017-10-18,1841.44,,,18995377.200000018,15865.89,18058.8,39255.60000003874
garrison,2017-10-19,1841.32,,,18956121.59999998,15664.1,18027.1,-39255.60000003874
garrison,2017-10-20,1841.07,,,18874339.09999998,15764.09,17894.9,-81782.5
garrison,2017-10-21,1841.84,,,19126229.199999973,15765.59,17862.2,251890.09999999404
garrison,2017-10-22,1841.32,,,18956121.59999998,15765.71,18040.8,-170107.59999999404
garrison,2017-10-23,1841.84,,,19126229.199999973,15966.63,17848.3,170107.59999999404
garrison,2017-10-24,1841.23,,,18926679.900000006,15566.34,17756.5,-199549.29999996722
garrison,2017-10-25,1841.07,,,18874339.09999998,15566.45,17555.3,-52340.80000002682
garrison,2017-10-26,1841.91,,,19149128.300000027,15666.55,17183.2,274789.2000000477
garrison,2017-10-27,1840.98,,,18844986.800000004,15363.85,16701.9,-304141.50000002235
garrison,2017-10-28,1841.29,,,18946307.699999988,15464.76,16690.9,101320.89999998361
garrison,2017-10-29,1841.66,,,19067345.800000027,15664.77,17050.2,121038.10000003874
garrison,2017-10-30,1841.42,,,18988834.600000024,15464.47,17459.5,-78511.20000000298
garrison,2017-10-31,1841.12,,,18890695.599999964,15264.76,17368.9,-98139.0000000596
garrison,2017-11-01,1841.2,,,18916866.000000015,15560.66,17348.2,26170.400000050664
garrison,2017-11-02,1841.23,,,18926679.900000006,15650.97,17587.5,9813.89999999106
garrison,2017-11-03,1841.03,,,18861253.89999999,15650.86,17867.0,-65426.0000000149
garrison,2017-11-04,1842.04,,,19191833.99999999,15951.96,17896.9,330580.09999999776
garrison,2017-11-05,1841.08,,,18877610.399999976,15958.37,18226.8,-314223.60000001267
garrison,2017-11-06,1841.29,,,18946307.699999988,15252.68,18336.8,68697.30000001192
garrison,2017-11-07,1841.32,,,18956121.59999998,15446.58,18056.9,9813.89999999106
garrison,2017-11-08,1841.29,,,18946307.699999988,15218.46,17776.9,-9813.89999999106
garrison,2017-11-09,1841.59,,,19044446.699999973,15329.46,17687.0,98138.9999999851
garrison,2017-11-10,1841.6,,,19047717.99999997,15932.47,17897.0,3271.2999999970198
garrison,2017-11-11,1841.43,,,18992105.90000002,15935.39,17366.8,-55612.099999949336
garrison,2017-11-12,1841.12,,,18890695.599999964,15735.67,17606.9,-101410.30000005662
garrison,2017-11-13,1841.13,,,18893966.900000036,15434.97,17557.8,3271.3000000715256
garrison,2017-11-14,1840.93,,,18828853.80000002,15432.37,17660.3,-65113.10000001639
garrison,2017-11-15,1841.11,,,18887424.299999967,15634.25,17791.7,58570.499999947846
garrison,2017-11-16,1841.09,,,18880881.699999973,15331.36,17651.8,-6542.5999999940395
garrison,2017-11-17,1841.23,,,18926679.900000006,15631.56,17311.8,45798.20000003278
garrison,2017-11-18,1841.25,,,18933222.5,15730.15,17571.9,6542.5999999940395
garrison,2017-11-19,1841.24,,,18929951.200000003,15428.66,17271.9,-3271.2999999970198
garrison,2017-11-20,1841.71,,,19083702.300000012,15428.37,16971.9,153751.10000000894
garrison,2017-11-21,1841.32,,,18956121.59999998,15432.08,17242.2,-127580.70000003278
garrison,2017-11-22,1841.44,,,18995377.200000018,15228.48,17496.0,39255.60000003874
garrison,2017-11-23,1841.32,,,18956121.59999998,15424.31,17178.0,-39255.60000003874
garrison,2017-11-24,1841.4,,,18982292.00000003,15427.42,16811.7,26170.400000050664
garrison,2017-11-25,1841.8,,,19113143.999999985,15229.92,16770.8,130851.9999999553
garrison,2017-11-26,1841.05,,,18867796.499999985,15340.63,16570.4,-245347.5
garrison,2017-11-27,1841.41,,,18985563.300000027,15344.05,16610.7,117766.80000004172
garrison,2017-11-28,1841.3,,,18949578.999999985,15344.55,17150.9,-35984.30000004172
garrison,2017-11-29,1842.29,,,19274733.99999999,15239.46,17780.9,325155.0000000037
garrison,2017-11-30,1841.32,,,18956121.59999998,15443.77,17911.3,-318612.4000000097
garrison,2017-12-01,1841.77,,,19103330.099999994,15241.66,17681.4,147208.5000000149
garrison,2017-12-02,1841.61,,,19050989.299999967,15641.57,17651.3,-52340.80000002682
garrison,2017-12-03,1841.0,,,18851440.0,16142.37,17530.5,-199549.29999996722
garrison,2017-12-04,1841.5,,,19015005.0,16245.98,16999.9,163565.0
garrison,2017-12-05,1841.44,,,18995377.200000018,16248.29,16889.5,-19627.79999998212
garrison,2017-12-06,1841.97,,,19168756.10000001,16247.5,16968.9,173378.89999999106
garrison,2017-12-07,1841.75,,,19096787.5,16348.89,18118.5,-71968.60000000894
garrison,2017-12-08,1841.31,,,18952850.299999982,16249.59,17968.2,-143937.20000001788
garrison,2017-12-09,1841.41,,,18985563.300000027,16150.4,17368.0,32713.000000044703
garrison,2017-12-10,1841.24,,,18929951.200000003,16250.31,16187.7,-55612.10000002384
garrison,2017-12-11,1841.32,,,18956121.59999998,16149.02,16077.3,26170.399999976158
garrison,2017-12-12,1841.2,,,18916866.000000015,15947.32,16106.7,-39255.59999996424
garrison,2017-12-13,1841.22,,,18923408.60000001,16146.44,16106.3,6542.5999999940395
garrison,2017-12-14,1841.29,,,18946307.699999988,16047.05,16065.9,22899.09999997914
garrison,2017-12-15,1841.22,,,18923408.60000001,16048.66,16005.4,-22899.09999997914
garrison,2017-12-16,1841.04,,,18864525.199999988,16148.97,16635.0,-58883.40000002086
garrison,2017-12-17,1841.22,,,18923408.60000001,16150.37,17273.2,58883.40000002086
garrison,2017-12-18,1841.3,,,18949578.999999985,16153.16,16971.3,26170.399999976158
garrison,2017-12-19,1841.24,,,18929951.200000003,16156.47,16818.8,-19627.79999998212
garrison,2017-12-20,1841.24,,,18929951.200000003,15960.43,17046.4,0.0
garrison,2017-12-21,1841.5,,,19015005.0,16063.31,16934.4,85053.79999999702
garrison,2017-12-22,1841.22,,,18923408.60000001,16065.48,17202.8,-91596.39999999106
garrison,2017-12-23,1841.21,,,18920137.300000012,16166.96,17060.9,-3271.2999999970198
garrison,2017-12-24,1841.59,,,19044446.699999973,16168.1,16769.0,124309.39999996126
garrison,2017-12-25,1841.12,,,18890695.599999964,16469.97,16537.7,-153751.10000000894
garrison,2017-12-26,1841.22,,,18923408.60000001,17373.41,16776.8,32713.000000044703
garrison,2017-12-27,1840.79,,,18783681.399999987,17679.34,16445.8,-139727.2000000216
garrison,2017-12-28,1840.82,,,18793361.19999998,18283.62,16414.4,9679.799999993294
garrison,2017-12-29,1841.02,,,18857982.599999994,18685.5,16313.2,64621.40000001341
garrison,2017-12-30,1840.65,,,18738509.00000003,19885.8,16642.4,-119473.59999996424
garrison,2017-12-31,1841.08,,,18877610.399999976,20186.0,16330.6,139101.39999994636
garrison,2018-01-01,1840.43,,,18667523.80000002,20285.9,14978.02,-210086.5999999568
garrison,2018-01-02,1840.44,,,18670750.400000017,20185.9,16635.74,3226.599999997765
garrison,2018-01-03,1840.12,,,18567499.199999966,20285.6,17913.07,-103251.20000005141
garrison,2018-01-04,1839.96,,,18516071.20000001,21485.1,18651.51,-51427.9999999553
garrison,2018-01-05,1840.52,,,18696563.199999996,21784.2,19431.49,180491.9999999851
garrison,2018-01-06,1840.1,,,18561045.99999997,22683.9,20341.49,-135517.20000002533
garrison,2018-01-07,1840.03,,,18538459.79999999,22883.5,21401.5,-22586.19999998063
garrison,2018-01-08,1840.24,,,18606218.400000002,23582.3,21401.5,67758.60000001267
garrison,2018-01-09,1839.85,,,18481121.99999997,23680.9,21401.51,-125096.40000003204
garrison,2018-01-10,1839.59,,,18398514.799999975,24380.7,21501.52,-82607.19999999553
garrison,2018-01-11,1840.0,,,18528780.0,24382.0,21701.53,130265.20000002533
garrison,2018-01-12,1839.71,,,18436641.20000001,24483.0,21501.53,-92138.79999998957
garrison,2018-01-13,1839.42,,,18344502.400000025,24982.9,21401.53,-92138.79999998584
garrison,2018-01-14,1839.39,,,18334970.80000003,25082.6,21001.49,-9531.59999999404
garrison,2018-01-15,1839.6,,,18401691.99999997,25183.0,20381.52,66721.19999993965
garrison,2018-01-16,1839.53,,,18379451.59999999,25283.5,20311.51,-22240.399999979883
garrison,2018-01-17,1839.51,,,18373097.199999996,25382.9,20711.51,-6354.399999994785
garrison,2018-01-18,1839.41,,,18341325.200000025,25380.55,20901.42,-31771.999999970198
garrison,2018-01-19,1839.43,,,18347679.60000002,25579.33,20791.08,6354.399999994785
garrison,2018-01-20,1839.4,,,18338148.00000003,25578.86,21000.8,-9531.599999990314
garrison,2018-01-21,1839.66,,,18420755.200000025,25378.47,21300.74,82607.19999999553
garrison,2018-01-22,1839.27,,,18296844.399999995,25378.1,21600.68,-123910.80000003055
garrison,2018-01-23,1839.3,,,18306375.999999985,25478.0,21900.68,9531.599999990314
garrison,2018-01-24,1838.96,,,18198557.20000001,25477.56,21700.72,-107818.79999997467
garrison,2018-01-25,1839.22,,,18280958.40000001,25377.13,21600.77,82401.19999999925
garrison,2018-01-26,1839.22,,,18280958.40000001,25476.84,21400.81,0.0
garrison,2018-01-27,1839.07,,,18233300.39999998,25376.86,21500.88,-47658.0000000298
garrison,2018-01-28,1839.08,,,18236477.599999975,25376.65,21800.87,3177.1999999955297
garrison,2018-01-29,1839.05,,,18226945.999999985,25576.53,21800.84,-9531.599999990314
garrison,2018-01-30,1839.1,,,18242831.99999997,25576.11,21700.93,15885.999999985099
garrison,2018-01-31,1839.09,,,18239654.799999975,25475.81,21600.59,-3177.1999999955297
garrison,2018-02-01,1839.01,,,18214237.199999996,25475.91,21700.06,-25417.59999997914
garrison,2018-02-02,1839.02,,,18217414.399999995,25376.5,22100.0,3177.199999999255
garrison,2018-02-03,1839.02,,,18217414.399999995,25376.61,22100.0,0.0
garrison,2018-02-04,1838.94,,,18192305.800000016,25376.63,22300.0,-25108.59999997914
garrison,2018-02-05,1838.93,,,18189180.10000002,25476.75,22000.0,-3125.6999999955297
garrison,2018-02-06,1838.92,,,18186054.40000002,25576.97,22100.0,-3125.699999999255
garrison,2018-02-07,1838.84,,,18161048.799999975,25576.67,21700.0,-25005.600000046194
garrison,2018-02-08,1838.8,,,18148545.999999985,25376.47,21550.0,-12502.79999998957
garrison,2018-02-09,1838.73,,,18126666.100000005,25376.67,21800.0,-21879.899999979883
garrison,2018-02-10,1838.65,,,18101660.50000003,25576.64,21700.0,-25005.599999975413
garrison,2018-02-11,1838.65,,,18101660.50000003,25576.61,21800.0,0.0
garrison,2018-02-12,1838.52,,,18061026.399999995,25576.62,22000.0,-40634.10000003502
garrison,2018-02-13,1838.49,,,18051649.300000004,25576.46,22500.01,-9377.099999990314
garrison,2018-02-14,1838.46,,,18042272.20000001,25376.26,21520.02,-9377.09999999404
garrison,2018-02-15,1838.41,,,18026643.700000025,25376.0,21500.0,-15628.499999985099
garrison,2018-02-16,1838.39,,,18020392.30000003,25476.11,21200.0,-6251.399999994785
garrison,2018-02-17,1838.32,,,17998512.39999998,25575.83,21500.0,-21879.900000050664
garrison,2018-02-18,1838.32,,,17998512.39999998,25475.85,22200.0,0.0
garrison,2018-02-19,1838.27,,,17982883.899999995,25476.37,21900.0,-15628.499999985099
garrison,2018-02-20,1838.22,,,17967255.40000001,25576.57,22100.0,-15628.499999985099
garrison,2018-02-21,1838.14,,,17942249.80000003,25677.07,22000.0,-25005.59999997914
garrison,2018-02-22,1838.13,,,17939124.100000035,25677.41,21230.0,-3125.6999999955297
garrison,2018-02-23,1838.09,,,17926621.299999975,25677.64,20870.0,-12502.80000006035
garrison,2018-02-24,1838.02,,,17904741.399999995,25677.6,20870.0,-21879.899999979883
garrison,2018-02-25,1837.97,,,17889259.000000007,25777.9,20930.0,-15482.399999987334
garrison,2018-02-26,1837.93,,,17876951.00000002,25778.01,21500.0,-12307.999999988824
garrison,2018-02-27,1837.81,,,17840026.99999998,25678.17,22100.0,-36924.00000003725
garrison,2018-02-28,1837.79,,,17833872.99999999,25478.87,22200.0,-6153.999999992549
garrison,2018-03-01,1837.71,,,17809257.00000001,25079.64,22400.01,-24615.99999997765
garrison,2018-03-02,1837.67,,,17796949.000000022,24679.27,22300.01,-12307.999999988824
garrison,2018-03-03,1837.67,,,17796949.000000022,23878.59,22000.04,0.0
garrison,2018-03-04,1837.7,,,17806180.000000015,23478.2,22200.06,9230.99999999255
garrison,2018-03-05,1837.75,,,17821565.0,23177.48,22000.07,15384.999999985099
garrison,2018-03-06,1837.74,,,17818488.000000004,22876.68,20760.07,-3076.9999999962747
garrison,2018-03-07,1837.7,,,17806180.000000015,21976.29,20490.15,-12307.999999988824
garrison,2018-03-08,1837.69,,,17803103.00000002,21875.41,20220.74,-3076.9999999962747
garrison,2018-03-09,1837.63,,,17784641.000000034,21774.23,20162.34,-18461.9999999851
garrison,2018-03-10,1837.66,,,17793872.000000026,21973.14,20246.53,9230.99999999255
